RelationshipId,Citizen1,Citizen2,StrengthScore,TrustScore,Title,Description,Notes,Tier,Status,CreatedAt,UpdatedAt,LastInteraction,QualifiedAt
,ConsiglioDeiDieci,aegean_mariner,0,52,,,"activity_theater_attendance_operator_success_attended_performance_at_building-45.43844921305672-12.333089926233379, activity_encounter_initiated_opener_success_aegean_mariner_opened_conversation_with_consigliodeidieci_at_{""lat"":_45.43844921305672,_""lng"":_12.333089926233379,_""polygonid"":_""polygon-1746072967949"",_""pointtype"":_""land""}., activity_theater_attendance_operator_success_attended_performance_at_building-45.43844921305672-12.333089926233379",,Active,10/6/2025 12:33pm,10/6/2025 11:43pm,10/6/2025 11:43pm,
,ConsiglioDeiDieci,gondola_assistant,0,52,,,"activity_encounter_initiated_opener_success_consigliodeidieci_opened_conversation_with_gondola_assistant_at_{""lat"":_45.43844921305672,_""lng"":_12.333089926233379,_""polygonid"":_""polygon-1746072967949"",_""pointtype"":_""land""}., activity_theater_attendance_operator_success_attended_performance_at_building-45.43844921305672-12.333089926233379, activity_theater_attendance_operator_success_attended_performance_at_building-45.43844921305672-12.333089926233379",,Active,10/6/2025 12:35pm,10/6/2025 11:08pm,10/6/2025 11:08pm,
,dalmatian_trader,sicily_mariner,0,52,,,"activity_encounter_initiated_opener_success_dalmatian_trader_opened_conversation_with_sicily_mariner_at_{""lat"":_45.425689314247236,_""lng"":_12.359963687793282}., activity_encounter_initiated_opener_success_sicily_mariner_opened_conversation_with_dalmatian_trader_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_dalmatian_trader_opened_conversation_with_sicily_mariner_at_{""lat"":_45.43844921305672,_""lng"":_12.333089926233379,_""polygonid"":_""polygon-1746072967949"",_""pointtype"":_""land""}.",,Active,6/6/2025 11:58pm,10/6/2025 8:54am,10/6/2025 8:54am,
,ConsiglioDeiDieci,sicily_mariner,0,52,,,"activity_theater_attendance_operator_success_attended_performance_at_building-45.43844921305672-12.333089926233379, activity_theater_attendance_operator_success_attended_performance_at_building-45.43844921305672-12.333089926233379, activity_theater_attendance_operator_success_attended_performance_at_building-45.43844921305672-12.333089926233379",,Active,10/6/2025 1:57am,10/6/2025 6:43am,10/6/2025 6:43am,
,sicily_mariner,tavern_tales,0,52,,,"activity_artist_payment_received_success_play_the_weight_of_a_ducat, activity_artist_payment_received_success_play_the_weight_of_a_ducat, activity_artist_payment_received_success_play_the_weight_of_a_ducat",,Active,10/6/2025 1:56am,10/6/2025 6:43am,10/6/2025 6:43am,
,GondolaDrifter,Xadme,0,52,,,"activity_encounter_initiated_opener_success_xadme_opened_conversation_with_gondoladrifter_at_{""lat"":_45.444368,_""lng"":_12.327293}., activity_encounter_initiated_opener_success_xadme_opened_conversation_with_gondoladrifter_at_{""lat"":_45.444368,_""lng"":_12.327293}., activity_encounter_initiated_opener_success_gondoladrifter_opened_conversation_with_xadme_at_{""lat"":_45.444368,_""lng"":_12.327293}.",,Active,9/6/2025 8:20am,9/6/2025 2:33pm,9/6/2025 2:33pm,
,DogeLover88,NLR,0,52,,,"activity_encounter_initiated_opener_success_nlr_opened_conversation_with_dogelover88_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_nlr_opened_conversation_with_dogelover88_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_dogelover88_opened_conversation_with_nlr_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}.",,Active,9/6/2025 11:13am,9/6/2025 2:14pm,9/6/2025 2:14pm,
,MerchantPrince,dalmatian_trader,0,52,,,"activity_encounter_initiated_opener_success_merchantprince_opened_conversation_with_dalmatian_trader_at_{""lat"":_45.4301696314107,_""lng"":_12.353866909247547}., activity_encounter_initiated_opener_success_merchantprince_opened_conversation_with_dalmatian_trader_at_{""lat"":_45.4301696314107,_""lng"":_12.353866909247547}., activity_encounter_initiated_opener_success_dalmatian_trader_opened_conversation_with_merchantprince_at_{""lat"":_45.4301696314107,_""lng"":_12.353866909247547}.",,Active,9/6/2025 8:05am,9/6/2025 1:57pm,9/6/2025 1:57pm,
,Feola007,MATTEOtheTrader,0,52,,,"activity_encounter_initiated_opener_success_feola007_opened_conversation_with_matteothetrader_at_{""lat"":_45.441402549290245,_""lng"":_12.343863308907828}., activity_encounter_initiated_opener_success_feola007_opened_conversation_with_matteothetrader_at_{""lat"":_45.441402549290245,_""lng"":_12.343863308907828}., activity_encounter_initiated_opener_success_feola007_opened_conversation_with_matteothetrader_at_{""lat"":_45.441402549290245,_""lng"":_12.343863308907828}.",,Active,9/6/2025 8:21am,9/6/2025 1:52pm,9/6/2025 1:52pm,
,MATTEOtheTrader,MorosiniNoble,0,52,,,"activity_encounter_initiated_opener_success_matteothetrader_opened_conversation_with_morosininoble_at_{""lat"":_45.441402549290245,_""lng"":_12.343863308907828}., activity_encounter_initiated_opener_success_morosininoble_opened_conversation_with_matteothetrader_at_{""lat"":_45.441402549290245,_""lng"":_12.343863308907828}., activity_encounter_initiated_opener_success_matteothetrader_opened_conversation_with_morosininoble_at_{""lat"":_45.441402549290245,_""lng"":_12.343863308907828}.",,Active,9/6/2025 8:30am,9/6/2025 1:48pm,9/6/2025 1:48pm,
,Feola007,cosmic_wanderer,0,52,,,"activity_encounter_initiated_opener_success_feola007_opened_conversation_with_cosmic_wanderer_at_{""lat"":_45.441402549290245,_""lng"":_12.343863308907828}., activity_encounter_initiated_opener_success_cosmic_wanderer_opened_conversation_with_feola007_at_{""lat"":_45.441402549290245,_""lng"":_12.343863308907828}., activity_encounter_initiated_opener_success_cosmic_wanderer_opened_conversation_with_feola007_at_{""lat"":_45.441402549290245,_""lng"":_12.343863308907828}.",,Active,9/6/2025 8:22am,9/6/2025 1:46pm,9/6/2025 1:46pm,
,MorosiniNoble,cosmic_wanderer,0,52,,,"activity_encounter_initiated_opener_success_morosininoble_opened_conversation_with_cosmic_wanderer_at_{""lat"":_45.441402549290245,_""lng"":_12.343863308907828}., activity_encounter_initiated_opener_success_morosininoble_opened_conversation_with_cosmic_wanderer_at_{""lat"":_45.441402549290245,_""lng"":_12.343863308907828}., activity_encounter_initiated_opener_success_morosininoble_opened_conversation_with_cosmic_wanderer_at_{""lat"":_45.441402549290245,_""lng"":_12.343863308907828}.",,Active,9/6/2025 8:14am,9/6/2025 1:41pm,9/6/2025 1:41pm,
,Feola007,MorosiniNoble,0,52,,,"activity_encounter_initiated_opener_success_morosininoble_opened_conversation_with_feola007_at_{""lat"":_45.441402549290245,_""lng"":_12.343863308907828}., activity_encounter_initiated_opener_success_feola007_opened_conversation_with_morosininoble_at_{""lat"":_45.441402549290245,_""lng"":_12.343863308907828}., activity_encounter_initiated_opener_success_morosininoble_opened_conversation_with_feola007_at_{""lat"":_45.441402549290245,_""lng"":_12.343863308907828}.",,Active,9/6/2025 8:20am,9/6/2025 1:37pm,9/6/2025 1:37pm,
,Feola007,albanian_mariner,0,52,,,"activity_encounter_initiated_opener_success_feola007_opened_conversation_with_albanian_mariner_at_{""lat"":_45.441402549290245,_""lng"":_12.343863308907828}., activity_encounter_initiated_opener_success_feola007_opened_conversation_with_albanian_mariner_at_{""lat"":_45.441402549290245,_""lng"":_12.343863308907828}., activity_encounter_initiated_opener_success_albanian_mariner_opened_conversation_with_feola007_at_{""lat"":_45.441402549290245,_""lng"":_12.343863308907828}.",,Active,9/6/2025 8:28am,9/6/2025 1:36pm,9/6/2025 1:36pm,
,meyti_tgz2,sicily_mariner,0,52,,,"activity_encounter_initiated_opener_success_sicily_mariner_opened_conversation_with_meyti_tgz2_at_{""lat"":_45.442971,_""lng"":_12.326653}., activity_encounter_initiated_opener_success_sicily_mariner_opened_conversation_with_meyti_tgz2_at_{""lat"":_45.442971,_""lng"":_12.326653}., activity_encounter_initiated_opener_success_sicily_mariner_opened_conversation_with_meyti_tgz2_at_{""lat"":_45.442971,_""lng"":_12.326653}.",,Active,8/6/2025 8:07am,8/6/2025 11:12am,8/6/2025 11:12am,
,John_Jeffries,ShippingMogul,0,51,,,"activity_church_attendance_success_prayed_at_building-45.434820-12.332664, activity_church_attendance_success_prayed_at_building-45.434820-12.332664",,Active,27/6/2025 3:27pm,27/6/2025 3:31pm,27/6/2025 3:31pm,
,Bullitpro0f,tavern_tales,0,51,,,"activity_artist_payment_received_success_play_character_sketches_for_""the_weight_of_a_ducat"", activity_artist_payment_received_success_play_the_unseen_currents_of_the_rialto_-_play_outline",,Active,12/6/2025 10:18pm,13/6/2025 2:14am,13/6/2025 2:14am,
,John_Jeffries,the_grand_experiment,0,51,,,"activity_public_bath_payment_received_success_used_bath_building-45.42912840789326-12.358313394161534, activity_public_bath_payment_received_success_used_bath_building-45.42912840789326-12.358313394161534",,Active,12/6/2025 9:59pm,13/6/2025 1:23am,13/6/2025 1:23am,
,SilentObserver,poet_of_the_rialto,0,51,,,"activity_encounter_initiated_opener_success_poet_of_the_rialto_opened_conversation_with_silentobserver_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_poet_of_the_rialto_opened_conversation_with_silentobserver_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}.",,Active,12/6/2025 5:09pm,12/6/2025 8:28pm,12/6/2025 8:28pm,
,PixelDoge,poet_of_the_rialto,0,51,,,"activity_encounter_initiated_opener_success_poet_of_the_rialto_opened_conversation_with_pixeldoge_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_poet_of_the_rialto_opened_conversation_with_pixeldoge_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}.",,Active,12/6/2025 4:38pm,12/6/2025 5:27pm,12/6/2025 5:27pm,
,albanian_mariner,rialto_sailor1,0,51,,,"activity_encounter_initiated_opener_success_rialto_sailor1_opened_conversation_with_albanian_mariner_at_{""lat"":_45.442971,_""lng"":_12.326653}., activity_encounter_initiated_opener_success_rialto_sailor1_opened_conversation_with_albanian_mariner_at_{""lat"":_45.442971,_""lng"":_12.326653}.",,Active,7/6/2025 1:06am,12/6/2025 12:47pm,12/6/2025 12:47pm,
,albanian_mariner,dalmatian_trader,0,51,,,"activity_encounter_initiated_opener_success_dalmatian_trader_opened_conversation_with_albanian_mariner_at_{""lat"":_45.43844921305672,_""lng"":_12.333089926233379,_""polygonid"":_""polygon-1746072967949"",_""pointtype"":_""land""}., activity_encounter_initiated_opener_success_albanian_mariner_opened_conversation_with_dalmatian_trader_at_{""lat"":_45.442971,_""lng"":_12.326653}.",,Active,10/6/2025 9:06am,12/6/2025 12:25pm,12/6/2025 12:25pm,
,TopGlassmaker,rialto_diarist,0,51,,,"activity_encounter_initiated_opener_success_rialto_diarist_opened_conversation_with_topglassmaker_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_rialto_diarist_opened_conversation_with_topglassmaker_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}.",,Active,11/6/2025 9:20am,11/6/2025 2:01pm,11/6/2025 2:01pm,
,BookWorm365,painter_of_light,0,51,,,"activity_encounter_initiated_opener_success_bookworm365_opened_conversation_with_painter_of_light_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_bookworm365_opened_conversation_with_painter_of_light_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}.",,Active,11/6/2025 8:35am,11/6/2025 12:47pm,11/6/2025 12:47pm,
,alexandria_trader,gondola_assistant,0,51,,,"activity_encounter_initiated_opener_success_alexandria_trader_opened_conversation_with_gondola_assistant_at_{""lat"":_45.43844921305672,_""lng"":_12.333089926233379,_""polygonid"":_""polygon-1746072967949"",_""pointtype"":_""land""}., activity_encounter_initiated_opener_success_alexandria_trader_opened_conversation_with_gondola_assistant_at_{""lat"":_45.43844921305672,_""lng"":_12.333089926233379,_""polygonid"":_""polygon-1746072967949"",_""pointtype"":_""land""}.",,Active,11/6/2025 10:38am,11/6/2025 11:59am,11/6/2025 11:59am,
,bigbosefx,gondola_assistant,0,51,,,"activity_encounter_initiated_opener_success_gondola_assistant_opened_conversation_with_bigbosefx_at_{""lat"":_45.43844921305672,_""lng"":_12.333089926233379,_""polygonid"":_""polygon-1746072967949"",_""pointtype"":_""land""}., activity_encounter_initiated_opener_success_gondola_assistant_opened_conversation_with_bigbosefx_at_{""lat"":_45.43844921305672,_""lng"":_12.333089926233379,_""polygonid"":_""polygon-1746072967949"",_""pointtype"":_""land""}.",,Active,11/6/2025 10:52am,11/6/2025 11:37am,11/6/2025 11:37am,
,Lucid,ionian_sailor,0,51,,,"activity_encounter_initiated_opener_success_ionian_sailor_opened_conversation_with_lucid_at_{""lat"":_45.43844921305672,_""lng"":_12.333089926233379,_""polygonid"":_""polygon-1746072967949"",_""pointtype"":_""land""}., activity_encounter_initiated_opener_success_ionian_sailor_opened_conversation_with_lucid_at_{""lat"":_45.43844921305672,_""lng"":_12.333089926233379,_""polygonid"":_""polygon-1746072967949"",_""pointtype"":_""land""}.",,Active,11/6/2025 10:28am,11/6/2025 11:28am,11/6/2025 11:28am,
,aegean_mariner,tavern_tales,0,51,,,"activity_artist_payment_received_success_play_the_weight_of_a_ducat, activity_artist_payment_received_success_play_the_weight_of_a_ducat",,Active,10/6/2025 12:33pm,10/6/2025 11:43pm,10/6/2025 11:43pm,
,StormRider,apulian_mariner,0,51,,,"activity_encounter_initiated_opener_success_apulian_mariner_opened_conversation_with_stormrider_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_stormrider_opened_conversation_with_apulian_mariner_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}.",,Active,10/6/2025 9:34pm,10/6/2025 11:22pm,10/6/2025 11:22pm,
,gondola_assistant,tavern_tales,0,51,,,"activity_artist_payment_received_success_play_the_weight_of_a_ducat, activity_artist_payment_received_success_play_the_weight_of_a_ducat",,Active,10/6/2025 11:08pm,10/6/2025 11:08pm,10/6/2025 11:08pm,
,StormRider,UrbanExplorer,0,51,,,"activity_encounter_initiated_opener_success_urbanexplorer_opened_conversation_with_stormrider_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_stormrider_opened_conversation_with_urbanexplorer_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}.",,Active,10/6/2025 8:20pm,10/6/2025 9:47pm,10/6/2025 9:47pm,
,StormRider,TopGlassmaker,0,51,,,"activity_encounter_initiated_opener_success_stormrider_opened_conversation_with_topglassmaker_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_topglassmaker_opened_conversation_with_stormrider_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}.",,Active,10/6/2025 8:09pm,10/6/2025 9:11pm,10/6/2025 9:11pm,
,StarGazer2000,StormRider,0,51,,,"activity_encounter_initiated_opener_success_stargazer2000_opened_conversation_with_stormrider_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_stargazer2000_opened_conversation_with_stormrider_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}.",,Active,10/6/2025 8:11pm,10/6/2025 9:04pm,10/6/2025 9:04pm,
,EliteInvestor,StormRider,0,51,,,"activity_encounter_initiated_opener_success_stormrider_opened_conversation_with_eliteinvestor_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_stormrider_opened_conversation_with_eliteinvestor_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}.",,Active,10/6/2025 8:27pm,10/6/2025 8:45pm,10/6/2025 8:45pm,
,poet_of_the_rialto,tavern_tales,0,51,,,"activity_encounter_initiated_opener_success_tavern_tales_opened_conversation_with_poet_of_the_rialto_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_artist_payment_received_success_play_the_weight_of_a_ducat",,Active,10/6/2025 12:44pm,10/6/2025 2:49pm,10/6/2025 2:49pm,
,Feola007,tavern_tales,0,51,,,"activity_artist_payment_received_success_play_the_weight_of_a_ducat, activity_artist_payment_received_success_play_the_weight_of_a_ducat",,Active,10/6/2025 12:53pm,10/6/2025 1:31pm,10/6/2025 1:31pm,
,Feola007,painter_of_light,0,51,,,"activity_encounter_initiated_opener_success_painter_of_light_opened_conversation_with_feola007_at_{""lat"":_45.43844921305672,_""lng"":_12.333089926233379,_""polygonid"":_""polygon-1746072967949"",_""pointtype"":_""land""}., activity_encounter_initiated_opener_success_painter_of_light_opened_conversation_with_feola007_at_{""lat"":_45.43844921305672,_""lng"":_12.333089926233379,_""polygonid"":_""polygon-1746072967949"",_""pointtype"":_""land""}.",,Active,10/6/2025 12:26pm,10/6/2025 1:14pm,10/6/2025 1:14pm,
